,stes_charge_qw
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.7661144491679295
1203,13.009295410605034
1204,11.13244410647465
1205,5.618785995496637
1206,2.862989856056089
1207,5.6457167436871885
1208,11.303527524787228
1209,13.681455923911614
1210,5.147282889727592
1211,10.942128402620654
1212,10.256161984704448
1213,7.687767883953484
1214,6.358443371660087
1215,13.023367475856674
1216,6.314118444163427
1217,0.0
1218,0.0
1219,0.0
1220,10.71735930653017
1221,20.23709090482609
1222,18.764990240627952
1223,6.561823186082677
1224,19.303870983025632
1225,11.848760800470728
1226,7.853248971948261
1227,0.0
1228,4.981795088136778
1229,8.631349696951077
1230,14.661916672968147
1231,21.70556712356486
1232,0.0
1233,31.81708424956068
1234,19.838359894597687
1235,18.536212757274114
1236,4.624252696263511
1237,2.796585480116022
1238,13.625778012648055
1239,11.561358417646574
1240,13.593553455027177
1241,0.0
1242,0.0
1243,0.0
1244,19.100852355710742
1245,21.300521873392285
1246,5.649898163969681
1247,7.70603490899083
1248,13.034171348877408
1249,20.31617931339312
1250,33.456503947842265
1251,28.199918226948967
1252,30.093603709181224
1253,30.806626790837186
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,20.193455637198582
1271,22.57618941521531
1272,29.064066484535914
1273,13.17462158772571
1274,31.480614099928403
1275,30.8078672752587
1276,24.572950373040612
1277,30.661651379975268
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,15.558645287277216
1295,11.262555364723625
1296,4.638949559098876
1297,12.773590828633445
1298,21.814802616062877
1299,20.48374545591267
1300,22.145947522658616
1301,30.707698239620754
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,33.91511958618261
1319,31.08590581656287
1320,26.88660011571116
1321,32.82851068650433
1322,30.298285838421236
1323,37.53687508757852
1324,48.384710042040496
1325,49.32237604746551
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,21.911592991816406
1343,11.315233301792489
1344,1.9979613377332157
1345,6.192122440891012
1346,15.192464568871259
1347,24.480780226196885
1348,18.44192969672713
1349,19.94998454180714
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,41.26489771202806
1367,33.0492857590194
1368,36.198274104388645
1369,33.540665472448865
1370,33.72740888977367
1371,36.039543730290035
1372,33.84005007742087
1373,23.15483719830121
1374,24.06566248543757
1375,31.377263193512874
1376,43.7426830177223
1377,28.02918150809481
1378,21.528064565321955
1379,28.022924153915
1380,28.865281069274943
1381,21.40652547734655
1382,37.18653306545747
1383,43.88981496719764
1384,39.39818689267216
1385,25.465534858106253
1386,15.1769604488386
1387,15.270905196996864
1388,7.034488468490963
1389,2.7114467406285883
1390,3.8088039664312703
1391,13.640201247571014
1392,28.114411866949297
1393,26.598906605102115
1394,39.30839311306261
1395,35.18969039606577
1396,38.356552977933575
1397,32.63061029597827
1398,35.10248601139958
1399,28.72402009490665
1400,42.83770561108342
1401,28.427563760679107
1402,30.314478909136568
1403,38.69064742378484
1404,49.85010131343037
1405,46.86502295550554
1406,52.751179249737504
1407,63.616009983905684
1408,65.40003695679853
1409,53.93159206554742
1410,44.48246492135905
1411,31.21439609506845
1412,42.41964328431517
1413,36.69028640126129
1414,25.940819290531692
1415,16.851508976913124
1416,16.137250149391775
1417,35.03281750293772
1418,44.565830957326156
1419,45.117376970655556
1420,47.51598720283691
1421,41.31394318987202
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,11.91717299002562
1439,0.0
1440,0.0
1441,25.6395379923226
1442,33.02718863120563
1443,32.39524661369509
1444,35.73717663173687
1445,28.40174529287981
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,12.532960264985775
1463,16.451065206907515
1464,8.542555588012249
1465,18.706000761931165
1466,36.267803173337455
1467,34.90779062246014
1468,31.805576118563778
1469,27.018175825820094
1470,43.25700341651569
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,20.458753811527657
1480,10.496540598068151
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.7952869505440106
1487,0.0
1488,0.0
1489,2.6239946025364986
1490,14.492689111130858
1491,17.061647463984826
1492,16.220691455880086
1493,8.300776793660162
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,6.405576747549816
1511,5.890321026679686
1512,0.0
1513,13.443287511420294
1514,17.05828642913596
1515,10.770661202325755
1516,15.8029772554938
1517,11.576330048187316
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,17.39647778117495
1535,0.028999888369924065
1536,11.86963444631678
1537,6.655712488539905
1538,15.382037226626949
1539,17.419999514913627
1540,15.12777364990589
1541,8.732679103966234
1542,8.37742887671044
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,1.872885564449632
1549,0.9040336254577142
1550,15.958053997993233
1551,5.6410072467438965
1552,12.761252706182347
1553,5.744734936847067
1554,18.84249774935114
1555,0.0
1556,26.840234351232766
1557,36.932722683036076
1558,34.94830296535267
1559,24.14561383940645
1560,31.51053947946005
1561,39.153859495914105
1562,40.46603599350128
1563,41.00925921703839
1564,38.0755568176713
1565,26.99647354433
1566,28.697650580657694
1567,27.71543802558506
1568,0.0
1569,0.0
1570,0.0
1571,4.682587677599315
1572,11.024139529535148
1573,15.470130067393626
1574,27.63657550540043
1575,24.13717474598039
1576,24.56096244890236
1577,32.29217739996483
1578,17.452402089521854
1579,8.179695712214624
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,4.744746979341045
1585,9.643654111969795
1586,8.629448320909631
1587,1.8418208171420645
1588,20.039213151293723
1589,11.930633072521914
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.1055067001004204
1609,5.894865447309911
1610,15.381709997781059
1611,12.055272653202195
1612,17.873925089570406
1613,8.858088095888007
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,6.667532995422846
1631,0.4979304662248012
1632,6.9750807380411
1633,18.61711389067071
1634,28.327152563428854
1635,21.10224411657137
1636,16.46220825640151
1637,18.716269729424567
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,7.173449650036929
1661,1.6269593451289666
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.5630984052986037
1681,5.105244831268152
1682,22.304337227192008
1683,28.704017067858274
1684,33.238585832208855
1685,29.956542186952674
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,3.044650705488806
1703,0.0
1704,18.526722680455492
1705,28.325083460569374
1706,34.677196107628475
1707,35.950677055139664
1708,34.38764488465654
1709,27.092759654432598
1710,28.868762740681916
1711,25.77526083623505
1712,31.54164671594509
1713,33.441624063250686
1714,10.51609484733865
1715,11.483152215574023
1716,17.803856969595074
1717,13.107059244846766
1718,25.699563373939327
1719,26.746255269557196
1720,21.58238882619517
1721,18.852644299772578
1722,13.373046614176985
1723,0.0
1724,0.0
1725,19.331748908221556
1726,15.025903042523055
1727,28.781701957671544
1728,20.558297303554212
1729,21.377691044276844
1730,28.655188945246095
1731,25.512056645366926
1732,22.15537398801692
1733,29.79341946664863
1734,23.76341599566223
1735,11.53275297000846
1736,25.15799021333325
1737,24.91883165507943
1738,28.872886803887326
1739,18.153908150751136
1740,18.03506236924011
1741,22.694929992756443
1742,21.532471740725555
1743,29.657301417476134
1744,47.936004568326865
1745,37.795703319338344
1746,16.84079163475448
1747,0.0
1748,9.72676639959468
1749,26.5523065795864
1750,6.02301616230136
1751,0.0
1752,0.0
1753,28.803886088148886
1754,48.39399977358576
1755,51.86402596134262
1756,51.20796668958525
1757,27.25188258005329
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,42.29074628397255
1775,31.90689763323317
1776,18.81480083635404
1777,38.897610076250814
1778,44.17370078733843
1779,39.8592843556867
1780,41.99833865518933
1781,42.619863573340865
1782,48.97311058102825
1783,27.254693070448923
1784,18.65187900749862
1785,0.0
1786,0.0
1787,0.0
1788,20.438519981354347
1789,31.29881406353425
1790,42.38260894909746
1791,36.27006150568343
1792,43.74908978850411
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,6.11039258607579
1798,8.076216725031003
1799,4.104861609921414
1800,0.0
1801,15.742129240380876
1802,18.525853028912877
1803,18.747966709708038
1804,20.14585295560775
1805,18.80260148780485
1806,26.586154761706723
1807,15.726785293180654
1808,0.0
1809,0.0
1810,0.0
1811,16.761079779410892
1812,5.358234056487561
1813,22.474881707788796
1814,42.98582430772484
1815,48.392167981549136
1816,46.56429069063364
1817,40.627662066931464
1818,0.0
1819,0.0
1820,0.0
1821,9.062329006838354
1822,17.318213382506087
1823,2.3304625703431725
1824,1.0816940422857328
1825,1.5833990876770656
1826,13.480545158441032
1827,17.234282645975014
1828,19.926996221198948
1829,5.297438643177401
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,29.172755044575155
1847,25.860975099081458
1848,28.577552303573697
1849,31.143969704964235
1850,36.90570820227626
1851,37.38314821922242
1852,42.678720312254725
1853,31.84431092108997
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,28.319587354843463
1871,16.75073342073253
1872,26.439246336217735
1873,29.467882935946534
1874,30.3095077198399
1875,23.53578985175119
1876,24.724762701323755
1877,17.047174994982726
1878,14.97360710450971
1879,5.99371533841051
1880,25.648421995086494
1881,19.364915978913615
1882,17.886954337608472
1883,19.52010655038538
1884,16.159657206904257
1885,11.328085345079842
1886,31.079341710849206
1887,25.156565723999023
1888,19.575716638048846
1889,19.850045902567217
