,stes_charge_qw
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,11.945802208370537
1204,10.068950904240154
1205,4.55529279326214
1206,1.799496653821592
1207,4.5822235414526915
1208,10.24003432255273
1209,12.617962721677117
1210,4.083789687493095
1211,9.878635200386157
1212,9.192668782469951
1213,6.624274681718987
1214,5.29495016942559
1215,11.959874273622177
1216,5.25062524192893
1217,11.165391844680983
1218,8.35721127515501
1219,0.0
1220,9.653866104295673
1221,19.173597702591593
1222,17.701497038393455
1223,5.49832998384818
1224,18.240377780791135
1225,10.785267598236231
1226,6.789755769713764
1227,0.0
1228,3.918301885902281
1229,7.56785649471658
1230,13.59842347073365
1231,20.642073921330365
1232,30.395274056161185
1233,30.753591047326182
1234,18.77486669236319
1235,17.472719555039617
1236,3.560759494029014
1237,1.733092277881525
1238,12.562284810413558
1239,10.497865215412077
1240,12.53006025279268
1241,0.0
1242,8.408267497305474
1243,4.43443927927612
1244,18.037359153476245
1245,20.237028671157788
1246,4.586404961735184
1247,6.642541706756333
1248,11.97067814664291
1249,19.252686111158624
1250,32.39301074560777
1251,27.13642502471447
1252,29.030110506946727
1253,29.74313358860269
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,23.982838606500962
1270,19.129962434964085
1271,21.512696212980813
1272,28.000573282301417
1273,12.111128385491213
1274,30.417120897693906
1275,29.744374073024204
1276,23.509457170806115
1277,29.59815817774077
1278,38.24946141348866
1279,19.991767008266237
1280,27.314062370068854
1281,21.330579148232687
1282,14.621017538479578
1283,7.496003021214904
1284,2.3873329312373244
1285,16.75262936700733
1286,18.463357073839205
1287,16.94979805182686
1288,23.205198770156045
1289,0.0
1290,0.0
1291,0.0
1292,3.859150748290091
1293,9.774594690837006
1294,14.495152085042719
1295,10.199062162489128
1296,3.575456356864379
1297,11.710097626398948
1298,20.75130941382838
1299,19.42025225367817
1300,21.08245432042412
1301,29.644205037386257
1302,36.310708930265065
1303,28.589233170029047
1304,24.9802034665625
1305,17.733915137341626
1306,18.18893766044141
1307,8.785841813383627
1308,17.960064757773097
1309,21.775681336864835
1310,36.82981238731719
1311,44.85216437153316
1312,52.01043194442447
1313,45.226497667346806
1314,0.0
1315,0.0
1316,0.0
1317,22.82670321513666
1318,32.851626383948116
1319,30.022412614328374
1320,25.823106913476664
1321,31.765017484269833
1322,29.23479263618674
1323,36.473381885344025
1324,47.321216839806
1325,48.258882845231014
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,21.163089871086925
1331,32.3042978108125
1332,36.22100748537551
1333,33.43341631520647
1334,38.524482699853635
1335,45.21184010082091
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,26.533808386209472
1341,23.43662082535033
1342,20.84809978958191
1343,10.251740099557992
1344,0.9344681354987188
1345,5.128629238656515
1346,14.128971366636762
1347,23.417287023962388
1348,17.378436494492632
1349,18.886491339572643
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,38.073359314336415
1357,35.000932268787324
1358,56.8235612435637
1359,64.72305891437374
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,28.790981490400412
1366,40.20140450979356
1367,31.9857925567849
1368,35.13478090215415
1369,32.47717227021437
1370,32.66391568753917
1371,34.97605052805554
1372,32.77655687518637
1373,22.091343996066712
1374,23.002169283203074
1375,30.313769991278377
1376,42.6791898154878
1377,26.96568830586031
1378,20.464571363087458
1379,26.959430951680503
1380,27.801787867040446
1381,20.34303227511205
1382,36.12303986322297
1383,42.82632176496314
1384,38.33469369043766
1385,24.402041655871756
1386,14.113467246604102
1387,14.207411994762367
1388,5.970995266256466
1389,1.6479535383940913
1390,2.7453107641967733
1391,12.576708045336517
1392,27.0509186647148
1393,25.53541340286762
1394,38.24489991082811
1395,34.126197193831274
1396,37.29305977569908
1397,31.567117093743775
1398,34.03899280916508
1399,27.660526892672152
1400,41.774212408848925
1401,27.36407055844461
1402,29.25098570690207
1403,37.62715422155034
1404,48.786608111195875
1405,45.80152975327104
1406,51.68768604750301
1407,62.55251678167119
1408,64.33654375456403
1409,52.86809886331292
1410,43.418971719124556
1411,30.150902892833955
1412,41.356150082080674
1413,35.62679319902679
1414,24.877326088297195
1415,15.788015774678627
1416,15.073756947157278
1417,33.96932430070322
1418,43.50233775509166
1419,44.05388376842106
1420,46.452494000602414
1421,40.25044998763752
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,10.853679787791123
1439,0.0
1440,0.0
1441,24.576044790088105
1442,31.963695428971135
1443,31.331753411460596
1444,34.673683429502375
1445,27.338252090645312
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,56.995081444162054
1454,71.36774378978802
1455,60.48135201510314
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,23.89528127390051
1462,11.469467062751278
1463,15.387572004673018
1464,7.479062385777752
1465,17.642507559696668
1466,35.20430997110296
1467,33.844297420225644
1468,30.74208291632928
1469,25.954682623585597
1470,42.19351021428119
1471,20.856231490812803
1472,5.099791476358092
1473,2.2783029547965725
1474,0.0
1475,0.0
1476,0.0
1477,12.957039584525148
1478,9.723021374091587
1479,19.39526060929316
1480,9.433047395833654
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,1.5605014003020017
1490,13.42919590889636
1491,15.99815426175033
1492,15.15719825364559
1493,7.2372835914256655
1494,23.85027964342521
1495,2.083262416648978
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,9.918327046932205
1501,0.6391938684719207
1502,17.455336406556
1503,25.50792301760913
1504,21.53372413552114
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,5.342083545315319
1511,4.826827824445189
1512,0.0
1513,12.379794309185797
1514,15.994793226901464
1515,9.707168000091258
1516,14.739484053259304
1517,10.512836845952819
1518,26.747417037864693
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,16.332984578940454
1535,0.0
1536,10.806141244082283
1537,5.592219286305408
1538,14.318544024392452
1539,16.35650631267913
1540,14.064280447671393
1541,7.669185901731737
1542,7.3139356744759425
1543,10.430112706946801
1544,21.349570888764703
1545,23.60738110055007
1546,0.0
1547,0.0
1548,0.8093923622151351
1549,0.0
1550,14.894560795758736
1551,4.5775140445094
1552,11.69775950394785
1553,11.54634405110923
1554,18.40596264485731
1555,10.557860578937948
1556,25.77674114899827
1557,35.86922948080158
1558,33.88480976311817
1559,23.082120637171954
1560,30.447046277225553
1561,38.09036629367961
1562,39.40254279126678
1563,39.945766014803894
1564,37.0120636154368
1565,25.932980342095505
1566,27.634157378423197
1567,26.65194482335056
1568,37.903332051729535
1569,38.05897842757942
1570,18.161881589967436
1571,3.619094475364818
1572,9.960646327300651
1573,14.406636865159129
1574,26.573082303165933
1575,23.07368154374589
1576,23.497469246667862
1577,31.22868419773033
1578,16.388908887287357
1579,7.116202509980127
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,3.681253777106548
1585,8.580160909735298
1586,7.565955118675134
1587,0.7783276149075675
1588,18.975719949059226
1589,10.867139870287417
1590,14.39659833338547
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.6832847940783608
1598,18.74774504570445
1599,22.162709859592752
1600,26.83991209858749
1601,9.859033391788358
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,4.831372245075414
1610,14.318216795546562
1611,10.991779450967698
1612,16.81043188733591
1613,7.79459489365351
1614,21.34619671809145
1615,0.20632804846277963
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,26.07262382882442
1623,36.256106279211394
1624,30.107801350688334
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,5.604039793188349
1631,0.0
1632,5.9115875358066035
1633,17.55362068843621
1634,27.263659361194357
1635,20.038750914336873
1636,15.398715054167013
1637,17.65277652719007
1638,33.175391155589836
1639,5.6993891315513
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,6.109956447802432
1661,0.5634661428944696
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,4.041751629033655
1682,21.24084402495751
1683,27.640523865623777
1684,32.17509262997436
1685,28.893048984718178
1686,0.0
1687,0.0
1688,0.5058019039748558
1689,0.0
1690,0.0
1691,1.9067046565875785
1692,0.0
1693,14.017025179156207
1694,22.738301604804462
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,1.981157503254309
1703,0.0
1704,17.463229478220995
1705,27.261590258334877
1706,33.61370290539398
1707,34.88718385290517
1708,33.32415168242204
1709,26.0292664521981
1710,27.80526953844742
1711,24.71176763400055
1712,30.478153513710595
1713,32.37813086101619
1714,9.452601645104153
1715,10.419659013339526
1716,16.740363767360577
1717,12.04356604261227
1718,24.63607017170483
1719,25.6827620673227
1720,20.518895623960674
1721,17.78915109753808
1722,12.309553411942488
1723,0.0
1724,1.3008032016506945
1725,18.26825570598706
1726,13.962409840288558
1727,27.718208755437047
1728,19.494804101319716
1729,20.314197842042347
1730,27.5916957430116
1731,24.44856344313243
1732,21.091880785782422
1733,28.729926264414132
1734,22.69992279342773
1735,10.469259767773963
1736,24.094497011098753
1737,23.855338452844933
1738,27.80939360165283
1739,17.09041494851664
1740,16.97156916700561
1741,21.631436790521946
1742,20.468978538491058
1743,28.593808215241637
1744,46.87251136609237
1745,36.73221011710385
1746,15.777298432519984
1747,3.877207508753145
1748,12.510328319735407
1749,25.488813377351903
1750,4.959522960066863
1751,0.0
1752,0.0
1753,27.74039288591439
1754,47.330506571351265
1755,50.80053275910812
1756,50.14447348735075
1757,26.188389377818794
1758,0.0
1759,26.736465695261643
1760,23.98499030280874
1761,13.401699151873743
1762,12.42417745767358
1763,7.8580774570602046
1764,28.714094910604132
1765,39.09835591192025
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,29.922916550125677
1773,15.496620402692457
1774,41.227253081738056
1775,30.843404430998675
1776,17.75130763411954
1777,37.83411687401632
1778,43.110207585103936
1779,38.7957911534522
1780,40.93484545295483
1781,41.55637037110637
1782,47.909617378793754
1783,26.191199868214426
1784,17.588385805264124
1785,5.897660141883307
1786,4.628887503797557
1787,10.755467564095085
1788,19.37502677911985
1789,30.235320861299755
1790,41.31911574686296
1791,35.20656830344893
1792,42.68559658626961
1793,28.859516146086463
1794,0.0
1795,6.828009529014054
1796,9.971001855108113
1797,5.046899383841293
1798,7.012723522796506
1799,3.0413684076869174
1800,0.0
1801,14.67863603814638
1802,17.46235982667838
1803,17.68447350747354
1804,19.082359753373254
1805,17.739108285570353
1806,25.522661559472226
1807,14.663292090946157
1808,0.0
1809,0.0
1810,20.263672498032776
1811,54.035355983934835
1812,22.55101242963659
1813,21.4113885055543
1814,41.92233110549034
1815,47.32867477931464
1816,45.500797488399144
1817,39.56416886469697
1818,24.725247734918298
1819,13.840951085393186
1820,19.16651387000644
1821,7.998835804603857
1822,16.25472018027159
1823,1.2669693681086756
1824,0.0182008400512359
1825,0.5199058854425687
1826,12.417051956206535
1827,16.170789443740517
1828,18.86350301896445
1829,4.233945440942904
1830,20.5402854569908
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,9.140763565242196
1836,4.059730154921425
1837,18.206018738876935
1838,34.34210500831301
1839,43.64967899913226
1840,31.181912316318687
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,28.109261842340658
